Product Name,SKU,Price,Description,Image URL,Link
"Jos A. Magnus & Co. ""Cigar Blend"" Straight Bourbon Whiskey (750ml)",1337082,$179.99,"A special edition bourbon from the Washington D.C. craft distillery that's been raking in awards and accolades from across the country. They take a nicely aged Indiana straight bourbon and finish it in three cask types (Oloroso, Pedro Ximinez, and Cognac) before blending and bottling at 100.7 proof. The ""Cigar Blend"" is then blended with 11 and 18 year old whiskeys, and is designed with the aim of enjoying a bourbon ""that can hold its own alongside a fine cigar."" Distiller's tasting notes: ""Bold, rich aromas of tobacco, spice, leather, vanilla, blanched ...",https://cdn.klwines.com/images/skus/1337082m.jpg,https://www.klwines.com/p/i?i=1337082&searchId=d5b5e821-f471-447d-a067-c6aa2fe953c7&searchServiceName=klwines-prod-productsearch&searchRank=47
"Del Professore ""Rosso"" Vermouth Di Torino (750ml)",1265308,$22.99,"Wine Enthusiast: ""Aged six months in large wooden barrels, this sweet vermouth is zesty and mildly spicy on the nose and palate. Flavors layer molasses and maple with dried sage and savory spices, plus a hint of orange peel in the back. (KN)"" (11/2016)   K&L Notes: This fabulous collaboration between Antica Distilleria Quaglia, Chef Frederico Ricatto, and the Jerry Thomas Project in Rome is looking to reinvent the omnipresent vermouth. Not the traditional sweet vermouth, it offers unprecendented complexity and depth not found in other red vermouths. With...",https://cdn.klwines.com/images/skus/1265308m.jpg,https://www.klwines.com/p/i?i=1265308&searchId=d5b5e821-f471-447d-a067-c6aa2fe953c7&searchServiceName=klwines-prod-productsearch&searchRank=48
CR Citrus Spicy Smoked Cocktail Citrus (3 oz Jar),1740388,$17.99,"Harvested directly from a private citrus farm in Orosi CA, these oranges are special. After being sliced and smoked they are dusted with Ocotillo Salt from Austin TX. The end result is a spicy, sweet heat that enhances the citrus and elevates your drink. Don't call it a garnish-it's a lifestyle and the fruit abides.",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1740388&searchId=d5b5e821-f471-447d-a067-c6aa2fe953c7&searchServiceName=klwines-prod-productsearch&searchRank=49
CR Citrus Spicy Smoked Cocktail Limes (3 oz Jar),1776720,$17.99,"Take the freshest limes, smoke and dehydrate them. Then dust them with salty and spicy goodness. I’ve partnered with my friends at Ocotillo Salt (ATX) to make this all happen. Put them in your drink and let the positive vibes come at you - abide!",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1776720&searchId=d5b5e821-f471-447d-a067-c6aa2fe953c7&searchServiceName=klwines-prod-productsearch&searchRank=50
"2019 Reignac, Bordeaux Supérieur",1751650,$34.99,"93 points Jeb Dunnuck: ""Showing beautifully from barrel and now from bottle, the 2019 Château De Reignac Grand Vin De Reignac reveals a dense purple/ruby hue as well as a classy, incredibly impressive bouquet of black currants, smoked tobacco, damp earth, graphite, and lead pencil. Tasting like a top Médoc, it's medium to full-bodied, has a layered, elegant mouthfeel, beautiful tannins, and a great finish. If you want a wine to shock your friends with in a blind tasting (or you just want a brilliant wine to drink), don't miss this beauty – it's worth a c...",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1751650&searchId=76be4e07-16b2-4525-8814-cc601e59b8cc&searchServiceName=klwines-prod-productsearch&searchRank=51
"2023 Domaine du Colonat Morgon ""Les Charmes""",1759746,$16.99,"97 points Decanter: ""We’ve only ever featured a Beaujolais cru in our Best In Show selection once (a 2020 Fleurie), so this year’s double appearance (in a year when no red from further north in Burgundy came through the judging rounds) marks a step forward for this ever-more-significant wine region. When Morgon is on song, there is no Beaujolais cru that can match it for exuberance and seductiveness of perfume – and this dark purple-black wine is a splendid example of that astonishing charm. Cherries and plums cascade from the glass. On the palate, it’s ...",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1759746&searchId=76be4e07-16b2-4525-8814-cc601e59b8cc&searchServiceName=klwines-prod-productsearch&searchRank=52
"2022 Domaine Saint-Damien ""La Louisiane"" Gigondas Vieilles Vignes",1732107,$32.99,"93-95 points Jeb Dunnuck: ""The 2022 Gigondas La Louisiane is in the same ballpark. Mostly Grenache from vines around the estate, on the lower plain, it has a slightly darker profile as well as classic peppery herb, garrigue, earth, and floral hints. It's medium to full-bodied, with a layered, mouth-filling texture and a great finish. This broad, expansive, sexy Gigondas will shine right out of the gate.  A domaine located on the lower plains of Gigondas, Domaine Saint-Damien releases four Gigondas, their Vieilles Vignes, which is a blend of the single vi...",https://cdn.klwines.com/images/skus/1732107m.jpg,https://www.klwines.com/p/i?i=1732107&searchId=76be4e07-16b2-4525-8814-cc601e59b8cc&searchServiceName=klwines-prod-productsearch&searchRank=53
2022 Chateau de Beauregard St. Veran,1759768,$23.99,"89 points Jasper Morris: ""Very fresh, even after malolactic there is excellent acidity from this limestone site in Chasselas. All white fruit, electric, a lovely range of different fruits, nectarine, fresh plum, apple and pear. Very good length. Delighted with this. Drink from 2024-2027. "" (03/2024)   Vinous: ""The 2022 Saint-Véran comes from around the village of Chasselas. It has a pretty nose of orchard fruit and jasmine, with just a touch of reduction that doesn't disturb the aromatics as a whole. The palate is well-balanced with a harmonious entry. O...",https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1759768&searchId=76be4e07-16b2-4525-8814-cc601e59b8cc&searchServiceName=klwines-prod-productsearch&searchRank=54
"2022 Chateau de Beauregard Vire Clesse ""Quintaine""",1759767,$22.99,"90 points Jasper Morris: ""Not the Château’s own property but they run the vineyard of 1.20ha. Mid lemon yellow with a green streak. Quite spicy, dry fruit on the nose, intensity and volume, the spice returns with a little oak. Perfectly bred on the palate, with a very satisfying and not too rich finish. Drink from 2025-2029."" (03/2024)   90 points Vinous: ""From 1.2 hectares of vines that tend to be picked earlier than others, the 2022 Viré-Clessé Quintaine has a delightful bouquet with white peach and almond scents. The palate is well-balanced with a sto...",https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1759767&searchId=76be4e07-16b2-4525-8814-cc601e59b8cc&searchServiceName=klwines-prod-productsearch&searchRank=55
"2011 Peter Michael ""Les Pavots"" Knights Valley Bordeaux Blend (Previously $200)",1158700,Hidden,"94 points Decanter: ""Sir Peter Michael’s flagship wine ‘les pavots’, or 'the poppies’, delivers a fine and complex full-bodied wine that will reward cellaring. It has a ripe, sweet nose of warm fruit and concentrated blackberry jam, combined with herbal, minty characters and a veneer of fine oak. The palate is fresh, tight, balanced and refined, carrying a weight that hides the alcohol well. (RS)"" (09/2018)   94 points James Suckling: ""This a 2011 with impressive structure and finesse. Black truffle and blackcurrants. Pine needles. Aromatic. Full body wi...",https://cdn.klwines.com/images/skus/1158700m.jpg,https://www.klwines.com/p/i?i=1158700&searchId=76be4e07-16b2-4525-8814-cc601e59b8cc&searchServiceName=klwines-prod-productsearch&searchRank=56
"2023 Domaine Paul Pernot Beaune ""Clos des Marconnets""",1757285,$44.99,,https://cdn.klwines.com/images/skus/shiner_red_burgundy_m.jpg,https://www.klwines.com/p/i?i=1757285&searchId=76be4e07-16b2-4525-8814-cc601e59b8cc&searchServiceName=klwines-prod-productsearch&searchRank=57
"2022 Alain Corcia Bourgogne Rouge ""Oak Cuvee""",1786914,$19.99,"Alain Corcia founded his négociant company back in 1983. Originally focused on bottling Burgundy, they expanded their grower relationships to include wines from the Rhône, Bordeaux and even Champagne. Our relationship with Alain goes back over three decades, and he and his wife Patricia have supplied us with some of our greatest values from their respective regions. As a négociant, Mr. Corcia is very hands-on with the wines, making each one in its home region and choosing not to blend across appellations, all the better to reflect each wine's true terroi...",https://cdn.klwines.com/images/skus/shiner_red_burgundy_m.jpg,https://www.klwines.com/p/i?i=1786914&searchId=76be4e07-16b2-4525-8814-cc601e59b8cc&searchServiceName=klwines-prod-productsearch&searchRank=58
"2023 Domaine du Colonat Beaujolais-Villages ""Perle de Granit""",1759744,$12.99,"This is a bright and juicy Gamay that overflows with ripe wild berry flavors. Offering tremendous value, it's an ideal red to serve with a slight chill.",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1759744&searchId=76be4e07-16b2-4525-8814-cc601e59b8cc&searchServiceName=klwines-prod-productsearch&searchRank=59
2023 Domaine de Colonat Beaujolais Blanc,1759749,$12.99,,https://cdn.klwines.com/images/skus/shiner_white_m.jpg,https://www.klwines.com/p/i?i=1759749&searchId=76be4e07-16b2-4525-8814-cc601e59b8cc&searchServiceName=klwines-prod-productsearch&searchRank=60
2023 Domaine Paul Pernot Côte d'Or Bourgogne Blanc,1757275,$29.99,"A mainstay in Burgundy decade after decade, Paul Pernot measures the time in vintage after vintage of excellence. From the importer: ""Paul Pernot has run the domaine since 1955 and now his three sons are assisting him. They own 19 hectares of fantastic vineyards in the Cote de Beaune, but sell a vast majority of it to negociants, including Drouhin. The 20% or so that they bottle themselves are pure, elegant and delicious representations of their best parcels. While most wines see some new oak and they only use barrels for three years, he bottles early in...",https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1757275&searchId=76be4e07-16b2-4525-8814-cc601e59b8cc&searchServiceName=klwines-prod-productsearch&searchRank=61
"Dornoch Distillery Redacted (Thompson) Bros ""Mediterranean"" Organic Scottish Gin (700ml) (Previously $45)",1695465,Hidden,"This bright, clean, citrus-forward gin has alluring notes of bergamot, lemon, orange, rosemary, thyme, and bay leaf. Nonchillfiltered and natural color.",https://cdn.klwines.com/images/skus/1695465m.jpg,https://www.klwines.com/p/i?i=1695465&searchId=76be4e07-16b2-4525-8814-cc601e59b8cc&searchServiceName=klwines-prod-productsearch&searchRank=62
"Pierre Mineral Mesnil ""Vieillie En Fût"" Grand Cru Brut Blanc de Blancs Champagne Magnum 1.5L",1660956,$109.99,"Now available in magnum! This Champagne is made entirely from selected grand cru estate fruit from the village of Mesnil. It is fermented and aged in 600-liter new-oak casks before being bottled and aged four years on the lees. It has a super rich nose of vanilla, sourdough toast, and Mesnil minerals. In the mouth it's very racy and dry, not nearly as broad as the rich nose suggests. I think this is one of the ultimate lobster Champagnes in our stock, and will repay five years of cellaring with a gorgeous drink. If you love Selosse's Origine and Tarlant'...",https://cdn.klwines.com/images/skus/1660956m.jpg,https://www.klwines.com/p/i?i=1660956&searchId=76be4e07-16b2-4525-8814-cc601e59b8cc&searchServiceName=klwines-prod-productsearch&searchRank=63
2023 Domaine Alain et Cyril Gautheron Petit Chablis,1765816,$19.99,"According to wine critic Neal Martin, ""Cyril Gautheron is the sixth generation of winemaker at this domaine based in the village of Fleys. There are 22 hectares of vine, including three premier crus. The wines here are matured in stainless steel with some feuillettes used for the older vines. The work in the vineyard is conducted upon lutte raisonee lines, while 3 hectares have been farmed organically since 2009. Most of the vines are farmed mechanically with the exception of the vieilles vignes.""",https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1765816&searchId=76be4e07-16b2-4525-8814-cc601e59b8cc&searchServiceName=klwines-prod-productsearch&searchRank=64
"Wild Turkey 8 Year Old ""Jimmy's 70th Anniversary"" Kentucky Straight Bourbon Whiskey (750ml)",1787568,$59.99,,https://cdn.klwines.com/images/skus/shiner_spirits_m.jpg,https://www.klwines.com/p/i?i=1787568&searchId=76be4e07-16b2-4525-8814-cc601e59b8cc&searchServiceName=klwines-prod-productsearch&searchRank=65
"2023 Domaine Paul Pernot Meursault-Blagny 1er Cru ""La Piece Sous le Bois""",1757277,$89.99,,https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1757277&searchId=76be4e07-16b2-4525-8814-cc601e59b8cc&searchServiceName=klwines-prod-productsearch&searchRank=66
2016 Egrot Brut Blanc de Blancs Champagne (1.5L),1504142,$119.99,"Elisabeth and Jean-Marie only made 400 of these magnums, and we only got 12 of them! It is all Chardonnay, half from Elisabeth's best plot in Aÿ and half Louvois from Jean-Marie's best plot. It is a very limey, Puligny-Montrachet-like expression of blanc de blancs, and dosed at just 4 grams per liter. -Gary Westby, K&L Champagne buyer",https://cdn.klwines.com/images/skus/1504142m.jpg,https://www.klwines.com/p/i?i=1504142&searchId=76be4e07-16b2-4525-8814-cc601e59b8cc&searchServiceName=klwines-prod-productsearch&searchRank=67
"2022 Chateau de Beauregard Macon-Villages ""Memoire du Terroir",1759766,$15.99,This is an excellent and top-value white Burgundy that will sing alongside a range of dishes and is priced to take home by the case!,https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1759766&searchId=76be4e07-16b2-4525-8814-cc601e59b8cc&searchServiceName=klwines-prod-productsearch&searchRank=68
